2023-05-18 18:04:48,7.024
2023-05-20 13:27:18,7.280
2023-05-21 17:58:26,6.953
2023-05-21 18:10:16,7.699
2023-05-22 13:09:31,6.679
2023-05-22 18:28:01,6.361
2023-05-24 13:07:59,9.088
2023-05-24 22:20:45,9.187
2023-05-25 20:03:55,8.839
2023-05-26 16:00:56,8.971
2023-05-26 19:42:45,8.102
2023-05-27 15:56:07,7.823
2023-05-27 19:03:42,9.502
2023-05-29 12:48:36,8.712
2023-05-31 22:50:49,9.096
2023-06-01 21:30:49,8.290
2023-06-02 01:56:36,9.043
2023-06-02 04:46:07,8.740
2023-06-04 16:56:28,8.643
2023-06-04 18:03:51,8.787
2023-06-04 21:28:41,9.079
2023-06-04 23:00:49,8.477
2023-06-05 19:38:32,9.168
2023-06-05 21:22:08,8.291
2023-06-22 04:59:11,4.930
2023-06-26 14:56:28,5.412
2023-07-01 00:10:27,6.923
2023-07-01 11:27:25,6.403
2023-07-07 11:49:31,5.173
2023-07-09 04:32:16,5.434
2023-07-10 00:49:30,5.446
2023-07-10 11:26:16,5.012
2023-07-12 11:26:10,4.688
2023-07-16 04:58:30,4.795
2023-07-16 06:43:07,4.916
2023-07-18 04:53:11,5.385
2023-07-21 13:03:30,5.326
2023-08-02 10:08:11,0.120
2023-08-02 16:22:10,5.058
2023-08-09 04:40:19,5.453
2023-08-11 02:45:28,5.232
2023-08-11 03:11:30,5.231
2023-08-14 19:31:11,5.818
2023-08-16 18:40:22,5.550
2023-08-18 04:14:27,5.348
2023-08-22 06:11:30,5.139
2023-08-23 11:09:18,12.532
2023-08-25 18:27:06,4.994
2023-08-29 15:19:05,5.833
2023-09-01 06:49:32,5.723
2023-09-02 10:37:04,5.198
2023-09-02 14:30:30,5.858
2023-09-03 11:14:26,11.929
2023-09-07 19:17:18,5.218
2023-09-11 14:56:31,5.379
2023-09-11 19:13:18,4.862
2023-09-11 19:47:23,5.073
2023-09-12 00:57:31,5.025
2023-09-12 08:16:27,5.795
2023-09-13 04:50:28,6.168
2023-09-14 07:28:22,5.299
2023-09-14 21:43:11,5.572
2023-09-15 14:13:32,5.148
2023-09-21 11:55:31,5.847
2023-09-28 07:23:27,5.089
2023-10-02 03:51:04,5.546
2023-10-03 08:08:04,5.349
2023-10-03 11:27:07,5.179
2023-10-04 06:37:18,4.923
2023-10-04 08:49:10,6.886
2023-10-15 00:24:31,4.731
2023-10-15 16:29:20,4.788
2023-10-15 21:23:29,5.411
2023-10-16 13:22:11,5.546
2023-10-16 14:00:05,4.940
2023-10-16 17:28:03,4.939
2023-10-16 18:31:31,5.181
2023-10-16 18:44:19,4.870
2023-10-16 21:10:33,5.420
2023-10-16 23:25:32,4.917
2023-10-16 23:52:11,5.257
2023-10-17 02:20:24,5.363
2023-10-17 08:45:22,4.804
2023-10-17 09:18:21,5.180
2023-10-17 12:47:24,5.190
2023-10-17 12:59:25,5.151
2023-10-17 16:37:09,5.855
2023-10-17 16:48:07,5.834
2023-10-18 00:03:25,5.288
2023-10-18 02:05:17,5.853
2023-10-18 09:03:16,5.658
2023-10-18 11:12:18,5.167
2023-10-18 12:54:03,5.641
2023-10-18 21:35:30,5.565
2023-10-18 23:07:28,5.500
2023-10-19 02:29:18,5.059
2023-10-19 03:15:16,4.990
2023-10-19 04:26:28,5.051
2023-10-19 05:33:04,5.548
2023-10-19 07:35:22,5.478
2023-10-19 08:11:27,5.312
2023-10-19 10:49:09,5.881
2023-10-19 12:35:12,5.701
2023-10-19 13:28:30,5.352
2023-10-19 16:03:32,5.932
2023-10-19 20:16:04,5.141
2023-10-19 21:34:22,4.817
2023-10-19 22:49:19,5.322
2023-10-20 04:51:23,4.979
2023-10-20 16:21:32,5.781
2023-10-20 17:03:15,4.888
2023-10-20 17:23:24,5.375
2023-10-20 21:54:04,5.446
2023-10-20 23:41:24,5.118
2023-10-21 00:29:31,5.208
2023-10-21 12:57:22,5.275
2023-10-21 13:20:16,5.237
2023-10-21 18:10:04,5.304
2023-10-21 21:07:15,5.113
2023-10-21 22:14:11,5.246
2023-10-22 01:04:06,5.317
2023-10-22 01:25:06,4.668
2023-10-22 02:56:10,5.054
2023-10-22 03:08:32,5.364
2023-10-22 05:58:31,5.861
2023-10-22 06:49:16,5.163
2023-10-22 07:16:20,4.468
2023-10-22 09:46:30,5.232
2023-10-22 10:51:03,4.830
2023-10-22 11:37:16,5.012
2023-10-22 17:52:22,5.842
2023-10-22 18:04:19,5.541
2023-10-23 01:15:04,5.443
2023-10-23 08:47:25,5.774
2023-10-23 14:12:31,5.130
2023-10-24 08:25:31,5.586
2023-10-24 08:50:04,5.136
2023-10-24 11:54:05,5.137
2023-10-24 13:05:05,4.979
2023-10-24 15:23:31,5.407
2023-10-24 16:47:28,4.664
2023-10-24 21:44:22,5.607
2023-10-24 23:30:05,5.389
2023-10-25 00:05:16,5.454
2023-10-25 00:58:13,5.022
